year,month,day,hour,min,sec,ms,id,data
0,0,0,0,5,0,175,0cfff248,0400050004000600
0,0,0,0,5,0,175,0cfff948,0000000000000000
0,0,0,0,5,0,185,0cfff348,0400040004001500
0,0,0,0,5,0,185,0cfffa48,000000000000ffff
0,0,0,0,5,0,195,0cfff448,0000000000000000
0,0,0,0,5,0,195,0cfffb48,0000000000000000
0,0,0,0,5,0,195,0cfff048,000000000e016400
0,0,0,0,5,0,195,0cfffc48,0000000000000000
0,0,0,0,5,0,195,0cfff148,be05be05000000ff
0,0,0,0,5,0,195,0cfffd48,e8035b050004e803
0,0,0,0,5,0,225,0cfffe48,e903e803ffffffff
0,0,0,0,5,0,239,0cffd048,0000000000000000
0,0,0,0,5,0,255,0cfff048,000000000e016400
0,0,0,0,5,0,255,0cfff748,0000000000000000
0,0,0,0,5,0,265,0cfff148,be05be05000000ff
0,0,0,0,5,0,265,0cfff848,00000000e8030000
0,0,0,0,5,0,275,0cfff248,0400040005000500
0,0,0,0,5,0,275,0cfff948,0000000000000000
0,0,0,0,5,0,285,0cfff348,0400040004001500
0,0,0,0,5,0,285,0cfffa48,000000000000ffff
0,0,0,0,5,0,295,0cfff448,0000000000000000
0,0,0,0,5,0,295,0cfffb48,0000000000000000
0,0,0,0,5,0,305,0cfff048,000000000e016400
0,0,0,0,5,0,305,0cfffc48,0000000000000000
0,0,0,0,5,0,315,0cfff148,be05be05000000ff
0,0,0,0,5,0,315,0cfffd48,e8035b050004e803
0,0,0,0,5,0,325,0cfff548,ce04a802080700ff
0,0,0,0,5,0,325,0cfffe48,e903e803ffffffff
0,0,0,0,5,0,335,0cfff648,a802a802030432ff
0,0,0,0,5,0,335,0cffd048,0000000000000000
0,0,0,0,5,0,355,0cfff048,000000000e016400
0,0,0,0,5,0,355,0cfff748,0000000000000000
0,0,0,0,5,0,365,0cfff148,be05be05000000ff
0,0,0,0,5,0,365,0cfff848,00000000e8030000
0,0,0,0,5,0,375,0cfff248,0400040007000400
0,0,0,0,5,0,375,0cfff948,0000000000000000
0,0,0,0,5,0,385,0cfff348,0400040004001500
0,0,0,0,5,0,385,0cfffa48,000000000000ffff
0,0,0,0,5,0,395,0cfff448,0000000000000000
0,0,0,0,5,0,395,0cfffb48,0000000000000000
0,0,0,0,5,0,405,0cfff048,000000000e016400
0,0,0,0,5,0,405,0cfffc48,0000000000000000
0,0,0,0,5,0,415,0cfff148,be05be05000000ff
0,0,0,0,5,0,415,0cfffd48,e8035b050004e803
0,0,0,0,5,0,425,0cfffe48,e903e803ffffffff
0,0,0,0,5,0,435,0cffd048,0000000000000000
0,0,0,0,5,0,455,0cfff048,000000000e016400
0,0,0,0,5,0,455,0cfff748,0000000000000000
0,0,0,0,5,0,465,0cfff148,be05be05000000ff
0,0,0,0,5,0,465,0cfff848,00000000e8030000
0,0,0,0,5,0,475,0cfff248,0400040004000400
0,0,0,0,5,0,475,0cfff948,0000000000000000
0,0,0,0,5,0,485,0cfff348,0400040004001500
0,0,0,0,5,0,485,0cfffa48,000000000000ffff
0,0,0,0,5,0,495,0cfff448,0000000000000000
0,0,0,0,5,0,495,0cfffb48,0000000000000000
0,0,0,0,5,0,495,0cfff048,000000000e016400
0,0,0,0,5,0,495,0cfffc48,0000000000000000
0,0,0,0,5,0,495,0cfff148,be05be05000000ff
0,0,0,0,5,0,495,0cfffd48,e8035b050004e803
0,0,0,0,5,0,525,0cfffe48,e903e803ffffffff
0,0,0,0,5,0,535,0cffd048,0000000000000000
0,0,0,0,5,0,555,0cfff048,000000000e016400
0,0,0,0,5,0,555,0cfff748,0000000000000000
0,0,0,0,5,0,565,0cfff148,be05be05000000ff
0,0,0,0,5,0,565,0cfff848,00000000e8030000
0,0,0,0,5,0,575,0cfff248,0400040005000400
0,0,0,0,5,0,575,0cfff948,0000000000000000
0,0,0,0,5,0,585,0cfff348,0400040004001500
0,0,0,0,5,0,585,0cfffa48,000000000000ffff
0,0,0,0,5,0,595,0cfff448,0000000000000000
0,0,0,0,5,0,595,0cfffb48,0000000000000000
0,0,0,0,5,0,605,0cfff048,000000000e016400
0,0,0,0,5,0,605,0cfffc48,0000000000000000
0,0,0,0,5,0,615,0cfff148,be05be05000000ff
0,0,0,0,5,0,615,0cfffd48,e8035b050004e803
0,0,0,0,5,0,625,0cfffe48,e903e803ffffffff
0,0,0,0,5,0,635,0cffd048,0000000000000000
0,0,0,0,5,0,656,0cfff048,000000000e016400
0,0,0,0,5,0,656,0cfff748,0000000000000000
0,0,0,0,5,0,665,0cfff148,be05be05000000ff
0,0,0,0,5,0,665,0cfff848,00000000e8030000
0,0,0,0,5,0,675,0cfff248,0400040006000400
0,0,0,0,5,0,675,0cfff948,0000000000000000
0,0,0,0,5,0,685,0cfff348,0400040004001500
0,0,0,0,5,0,685,0cfffa48,000000000000ffff
0,0,0,0,5,0,695,0cfff448,0000000000000000
0,0,0,0,5,0,695,0cfffb48,0000000000000000
0,0,0,0,5,0,705,0cfff048,000000000e016400
0,0,0,0,5,0,705,0cfffc48,0000000000000000
0,0,0,0,5,0,715,0cfff148,be05be05000000ff
0,0,0,0,5,0,715,0cfffd48,e8035b050004e803
0,0,0,0,5,0,725,0cfffe48,e903e803ffffffff
0,0,0,0,5,0,735,0cffd048,0000000000000000
0,0,0,0,5,0,755,0cfff048,000000000e016400
0,0,0,0,5,0,755,0cfff748,0000000000000000
0,0,0,0,5,0,765,0cfff148,be05be05000000ff
0,0,0,0,5,0,765,0cfff848,00000000e8030000
0,0,0,0,5,0,775,0cfff248,0400040007000400
0,0,0,0,5,0,775,0cfff948,0000000000000000
0,0,0,0,5,0,785,0cfff348,0400040004001500
0,0,0,0,5,0,785,0cfffa48,000000000000ffff
0,0,0,0,5,0,795,0cfff448,0000000000000000
0,0,0,0,5,0,795,0cfffb48,0000000000000000
0,0,0,0,5,0,795,0cfff048,000000000e016400
0,0,0,0,5,0,795,0cfffc48,0000000000000000
0,0,0,0,5,0,795,0cfff148,be05be05000000ff
0,0,0,0,5,0,795,0cfffd48,e8035b050004e803
0,0,0,0,5,0,825,0cfffe48,e903e803ffffffff
0,0,0,0,5,0,835,0cffd048,0000000000000000
0,0,0,0,5,0,855,0cfff048,000000000e016400
0,0,0,0,5,0,855,0cfff748,0000000000000000
0,0,0,0,5,0,865,0cfff148,be05be05000000ff
0,0,0,0,5,0,865,0cfff848,00000000e8030000
0,0,0,0,5,0,875,0cfff248,0400040006000400
0,0,0,0,5,0,875,0cfff948,0000000000000000
0,0,0,0,5,0,885,0cfff348,0400040004001500
0,0,0,0,5,0,885,0cfffa48,000000000000ffff
0,0,0,0,5,0,895,0cfff448,0000000000000000
0,0,0,0,5,0,895,0cfffb48,0000000000000000
0,0,0,0,5,0,905,0cfff048,000000000e016400
0,0,0,0,5,0,905,0cfffc48,0000000000000000
0,0,0,0,5,0,915,0cfff148,be05be05000000ff
0,0,0,0,5,0,915,0cfffd48,e8035b050004e803
0,0,0,0,5,0,925,0cfffe48,e903e803ffffffff
0,0,0,0,5,0,935,0cffd048,0000000000000000
0,0,0,0,5,0,955,0cfff048,000000000e016400
0,0,0,0,5,0,955,0cfff748,0000000000000000
0,0,0,0,5,0,965,0cfff148,be05be05000000ff
0,0,0,0,5,0,965,0cfff848,00000000e8030000
0,0,0,0,5,0,975,0cfff248,0400050004000400
0,0,0,0,5,0,975,0cfff948,0000000000000000
0,0,0,0,5,0,985,0cfff348,0400040004001500
0,0,0,0,5,0,985,0cfffa48,000000000000ffff
0,0,0,0,5,0,995,0cfff448,0000000000000000
0,0,0,0,5,0,995,0cfffb48,0000000000000000
0,0,0,0,5,1,5,0cfff048,000000000e016400
0,0,0,0,5,1,5,0cfffc48,0000000000000000
0,0,0,0,5,1,15,0cfff148,be05be05000000ff
0,0,0,0,5,1,15,0cfffd48,e8035b050004e803
0,0,0,0,5,1,25,0cfffe48,e903e803ffffffff
0,0,0,0,5,1,35,0cffd048,0000000000000000
0,0,0,0,5,1,55,0cfff048,000000000e016400
0,0,0,0,5,1,55,0cfff748,0000000000000000
0,0,0,0,5,1,65,0cfff148,be05be05000000ff
0,0,0,0,5,1,65,0cfff848,00000000e8030000
0,0,0,0,5,1,75,0cfff248,0400050005000400
0,0,0,0,5,1,75,0cfff948,0000000000000000
0,0,0,0,5,1,85,0cfff348,0400040004001500
0,0,0,0,5,1,85,0cfffa48,000000000000ffff
0,0,0,0,5,1,95,0cfff448,0000000000000000
0,0,0,0,5,1,95,0cfffb48,0000000000000000
0,0,0,0,5,1,105,0cfff048,000000000e016400
0,0,0,0,5,1,105,0cfffc48,0000000000000000
0,0,0,0,5,1,105,0cfff148,be05be05000000ff
0,0,0,0,5,1,105,0cfffd48,e8035b050004e803
0,0,0,0,5,1,105,0cfffe48,e903e803ffffffff
0,0,0,0,5,1,137,0cffd048,0000000000000000
0,0,0,0,5,1,155,0cfff048,000000000e016400
0,0,0,0,5,1,155,0cfff748,0000000000000000
0,0,0,0,5,1,165,0cfff148,be05be05000000ff
0,0,0,0,5,1,165,0cfff848,00000000e8030000
0,0,0,0,5,1,175,0cfff248,0400040004000400
0,0,0,0,5,1,175,0cfff948,0000000000000000
0,0,0,0,5,1,185,0cfff348,0400040004001500
0,0,0,0,5,1,185,0cfffa48,000000000000ffff
0,0,0,0,5,1,195,0cfff448,0000000000000000
0,0,0,0,5,1,195,0cfffb48,0000000000000000
0,0,0,0,5,1,205,0cfff048,000000000e016400
0,0,0,0,5,1,205,0cfffc48,0000000000000000
0,0,0,0,5,1,215,0cfff148,be05be05000000ff
0,0,0,0,5,1,215,0cfffd48,e8035b050004e803
0,0,0,0,5,1,225,0cfffe48,e903e803ffffffff
0,0,0,0,5,1,235,0cffd048,0000000000000000
0,0,0,0,5,1,255,0cfff048,000000000e016400
0,0,0,0,5,1,255,0cfff748,0000000000000000
0,0,0,0,5,1,265,0cfff148,be05be05000000ff
0,0,0,0,5,1,265,0cfff848,00000000e8030000
0,0,0,0,5,1,275,0cfff248,0400040006000400
0,0,0,0,5,1,275,0cfff948,0000000000000000
0,0,0,0,5,1,285,0cfff348,0400040004001500
0,0,0,0,5,1,285,0cfffa48,000000000000ffff
0,0,0,0,5,1,295,0cfff448,0000000000000000
0,0,0,0,5,1,295,0cfffb48,0000000000000000
0,0,0,0,5,1,305,0cfff048,000000000e016400
0,0,0,0,5,1,305,0cfffc48,0000000000000000
0,0,0,0,5,1,315,0cfff148,be05be05000000ff
0,0,0,0,5,1,315,0cfffd48,e8035b050004e803
0,0,0,0,5,1,329,0cfff548,ce04a802080700ff
0,0,0,0,5,1,329,0cfffe48,e903e803ffffffff
0,0,0,0,5,1,335,0cfff648,a802a802030432ff
0,0,0,0,5,1,335,0cffd048,0000000000000000
0,0,0,0,5,1,355,0cfff048,000000000e016400
0,0,0,0,5,1,355,0cfff748,0000000000000000
0,0,0,0,5,1,365,0cfff148,be05be05000000ff
0,0,0,0,5,1,365,0cfff848,00000000e8030000
0,0,0,0,5,1,375,0cfff248,0400040006000400
0,0,0,0,5,1,375,0cfff948,0000000000000000
0,0,0,0,5,1,385,0cfff348,0400040004001500
0,0,0,0,5,1,385,0cfffa48,000000000000ffff
0,0,0,0,5,1,395,0cfff448,0000000000000000
0,0,0,0,5,1,395,0cfffb48,0000000000000000
0,0,0,0,5,1,395,0cfff048,000000000e016400
0,0,0,0,5,1,395,0cfffc48,0000000000000000
0,0,0,0,5,1,395,0cfff148,be05be05000000ff
0,0,0,0,5,1,395,0cfffd48,e8035b050004e803
0,0,0,0,5,1,425,0cfffe48,e903e803ffffffff
0,0,0,0,5,1,435,0cffd048,0000000000000000
0,0,0,0,5,1,455,0cfff048,000000000e016400
0,0,0,0,5,1,455,0cfff748,0000000000000000
0,0,0,0,5,1,465,0cfff148,be05be05000000ff
0,0,0,0,5,1,465,0cfff848,00000000e8030000
0,0,0,0,5,1,475,0cfff248,0400040006000400
0,0,0,0,5,1,475,0cfff948,0000000000000000
0,0,0,0,5,1,485,0cfff348,0400040004001500
0,0,0,0,5,1,485,0cfffa48,000000000000ffff
0,0,0,0,5,1,495,0cfff448,0000000000000000
0,0,0,0,5,1,495,0cfffb48,0000000000000000
0,0,0,0,5,1,505,0cfff048,000000000e016400
0,0,0,0,5,1,505,0cfffc48,0000000000000000
0,0,0,0,5,1,515,0cfff148,be05be05000000ff
0,0,0,0,5,1,515,0cfffd48,e8035b050004e803
0,0,0,0,5,1,527,0cfffe48,e903e803ffffffff
0,0,0,0,5,1,535,0cffd048,0000000000000000
0,0,0,0,5,1,555,0cfff048,000000000e016400
0,0,0,0,5,1,555,0cfff748,0000000000000000
0,0,0,0,5,1,565,0cfff148,be05be05000000ff
0,0,0,0,5,1,565,0cfff848,00000000e8030000
0,0,0,0,5,1,575,0cfff248,0400040007000400
0,0,0,0,5,1,575,0cfff948,0000000000000000
0,0,0,0,5,1,585,0cfff348,0400040004001500
0,0,0,0,5,1,585,0cfffa48,000000000000ffff
0,0,0,0,5,1,595,0cfff448,0000000000000000
0,0,0,0,5,1,595,0cfffb48,0000000000000000
0,0,0,0,5,1,605,0cfff048,000000000e016400
0,0,0,0,5,1,605,0cfffc48,0000000000000000
0,0,0,0,5,1,615,0cfff148,be05be05000000ff
0,0,0,0,5,1,615,0cfffd48,e8035b050004e803
0,0,0,0,5,1,625,0cfffe48,e903e803ffffffff
0,0,0,0,5,1,635,0cffd048,0000000000000000
0,0,0,0,5,1,655,0cfff048,000000000e016400
0,0,0,0,5,1,655,0cfff748,0000000000000000
0,0,0,0,5,1,665,0cfff148,be05be05000000ff
0,0,0,0,5,1,665,0cfff848,00000000e8030000
0,0,0,0,5,1,675,0cfff248,0400040005000400
0,0,0,0,5,1,675,0cfff948,0000000000000000
0,0,0,0,5,1,686,0cfff348,0400040004001500
0,0,0,0,5,1,686,0cfffa48,000000000000ffff
0,0,0,0,5,1,695,0cfff448,0000000000000000
0,0,0,0,5,1,695,0cfffb48,0000000000000000
0,0,0,0,5,1,695,0cfff048,000000000e016400
0,0,0,0,5,1,695,0cfffc48,0000000000000000
0,0,0,0,5,1,695,0cfff148,be05be05000000ff
0,0,0,0,5,1,695,0cfffd48,e8035b050004e803
0,0,0,0,5,1,695,0cfffe48,e903e803ffffffff
0,0,0,0,5,1,695,0cffd048,0000000000000000
0,0,0,0,5,1,755,0cfff048,000000000e016400
0,0,0,0,5,1,755,0cfff748,0000000000000000
0,0,0,0,5,1,765,0cfff148,be05be05000000ff
0,0,0,0,5,1,765,0cfff848,00000000e8030000
0,0,0,0,5,1,775,0cfff248,0400040004000400
0,0,0,0,5,1,775,0cfff948,0000000000000000
0,0,0,0,5,1,785,0cfff348,0400040004001500
0,0,0,0,5,1,785,0cfffa48,000000000000ffff
0,0,0,0,5,1,795,0cfff448,0000000000000000
0,0,0,0,5,1,795,0cfffb48,0000000000000000
0,0,0,0,5,1,805,0cfff048,000000000e016400
0,0,0,0,5,1,805,0cfffc48,0000000000000000
0,0,0,0,5,1,815,0cfff148,be05be05000000ff
0,0,0,0,5,1,815,0cfffd48,e8035b050004e803
0,0,0,0,5,1,825,0cfffe48,e903e803ffffffff
0,0,0,0,5,1,835,0cffd048,0000000000000000
0,0,0,0,5,1,855,0cfff048,000000000e016400
0,0,0,0,5,1,855,0cfff748,0000000000000000
0,0,0,0,5,1,865,0cfff148,be05be05000000ff
0,0,0,0,5,1,865,0cfff848,00000000e8030000
0,0,0,0,5,1,875,0cfff248,0400040004000500
0,0,0,0,5,1,875,0cfff948,0000000000000000
0,0,0,0,5,1,885,0cfff348,0400040004001500
0,0,0,0,5,1,885,0cfffa48,000000000000ffff
0,0,0,0,5,1,895,0cfff448,0000000000000000
0,0,0,0,5,1,895,0cfffb48,0000000000000000
0,0,0,0,5,1,909,0cfff048,000000000e016400
0,0,0,0,5,1,909,0cfffc48,0000000000000000
0,0,0,0,5,1,915,0cfff148,be05be05000000ff
0,0,0,0,5,1,915,0cfffd48,e8035b050004e803
0,0,0,0,5,1,925,0cfffe48,e903e803ffffffff
0,0,0,0,5,1,935,0cffd048,0000000000000000
0,0,0,0,5,1,955,0cfff048,000000000e016400
0,0,0,0,5,1,955,0cfff748,0000000000000000
0,0,0,0,5,1,965,0cfff148,be05be05000000ff
0,0,0,0,5,1,965,0cfff848,00000000e8030000
0,0,0,0,5,1,975,0cfff248,0400040005000700
0,0,0,0,5,1,975,0cfff948,0000000000000000
0,0,0,0,5,1,986,0cfff348,0400040004001500
0,0,0,0,5,1,986,0cfffa48,000000000000ffff
0,0,0,0,5,1,995,0cfff448,0000000000000000
0,0,0,0,5,1,995,0cfffb48,0000000000000000
0,0,0,0,5,2,5,0cfff048,000000000e016400
0,0,0,0,5,2,5,0cfffc48,0000000000000000
0,0,0,0,5,2,5,0cfff148,be05be05000000ff
0,0,0,0,5,2,5,0cfffd48,e8035b050004e803
0,0,0,0,5,2,5,0cfffe48,e903e803ffffffff
0,0,0,0,5,2,35,0cffd048,0000000000000000
0,0,0,0,5,2,55,0cfff048,000000000e016400
0,0,0,0,5,2,55,0cfff748,0000000000000000
0,0,0,0,5,2,65,0cfff148,be05be05000000ff
0,0,0,0,5,2,65,0cfff848,00000000e8030000
0,0,0,0,5,2,76,0cfff248,0400040007000400
0,0,0,0,5,2,76,0cfff948,0000000000000000
0,0,0,0,5,2,85,0cfff348,0400040004001500
0,0,0,0,5,2,85,0cfffa48,000000000000ffff
0,0,0,0,5,2,95,0cfff448,0000000000000000
0,0,0,0,5,2,95,0cfffb48,0000000000000000
0,0,0,0,5,2,105,0cfff048,000000000e016400
0,0,0,0,5,2,105,0cfffc48,0000000000000000
0,0,0,0,5,2,115,0cfff148,be05be05000000ff
0,0,0,0,5,2,115,0cfffd48,e8035b050004e803
0,0,0,0,5,2,125,0cfffe48,e903e803ffffffff
0,0,0,0,5,2,135,0cffd048,0000000000000000
0,0,0,0,5,2,155,0cfff048,000000000e016400
0,0,0,0,5,2,155,0cfff748,0000000000000000
0,0,0,0,5,2,165,0cfff148,be05be05000000ff
0,0,0,0,5,2,165,0cfff848,00000000e8030000
0,0,0,0,5,2,175,0cfff248,0400040007000400
0,0,0,0,5,2,175,0cfff948,0000000000000000
0,0,0,0,5,2,185,0cfff348,0400040004001500
0,0,0,0,5,2,185,0cfffa48,000000000000ffff
0,0,0,0,5,2,195,0cfff448,0000000000000000
0,0,0,0,5,2,195,0cfffb48,0000000000000000
0,0,0,0,5,2,209,0cfff048,000000000e016400
0,0,0,0,5,2,209,0cfffc48,0000000000000000
0,0,0,0,5,2,215,0cfff148,be05be05000000ff
0,0,0,0,5,2,215,0cfffd48,e8035b050004e803
0,0,0,0,5,2,225,0cfffe48,e903e803ffffffff
0,0,0,0,5,2,235,0cffd048,0000000000000000
0,0,0,0,5,2,255,0cfff048,000000000e016400
0,0,0,0,5,2,255,0cfff748,0000000000000000
0,0,0,0,5,2,265,0cfff148,be05be05000000ff
0,0,0,0,5,2,265,0cfff848,00000000e8030000
0,0,0,0,5,2,275,0cfff248,0400040004000600
0,0,0,0,5,2,275,0cfff948,0000000000000000
0,0,0,0,5,2,285,0cfff348,0400040004001500
0,0,0,0,5,2,285,0cfffa48,000000000000ffff
0,0,0,0,5,2,295,0cfff448,0000000000000000
0,0,0,0,5,2,295,0cfffb48,0000000000000000
0,0,0,0,5,2,307,0cfff048,000000000e016400
0,0,0,0,5,2,307,0cfffc48,0000000000000000
0,0,0,0,5,2,307,0cfff148,be05be05000000ff
0,0,0,0,5,2,307,0cfffd48,e8035b050004e803
0,0,0,0,5,2,307,0cfff548,ce04a802080700ff
0,0,0,0,5,2,307,0cfffe48,e903e803ffffffff
0,0,0,0,5,2,335,0cfff648,a802a802030432ff
0,0,0,0,5,2,335,0cffd048,0000000000000000
0,0,0,0,5,2,355,0cfff048,000000000e016400
0,0,0,0,5,2,355,0cfff748,0000000000000000
0,0,0,0,5,2,365,0cfff148,be05be05000000ff
0,0,0,0,5,2,365,0cfff848,00000000e8030000
0,0,0,0,5,2,375,0cfff248,0500040008000400
0,0,0,0,5,2,375,0cfff948,0000000000000000
0,0,0,0,5,2,385,0cfff348,0400040004001500
0,0,0,0,5,2,385,0cfffa48,000000000000ffff
0,0,0,0,5,2,397,0cfff448,0000000000000000
0,0,0,0,5,2,397,0cfffb48,0000000000000000
0,0,0,0,5,2,405,0cfff048,000000000e016400
0,0,0,0,5,2,405,0cfffc48,0000000000000000
0,0,0,0,5,2,415,0cfff148,be05be05000000ff
0,0,0,0,5,2,415,0cfffd48,e8035b050004e803
0,0,0,0,5,2,425,0cfffe48,e903e803ffffffff
0,0,0,0,5,2,435,0cffd048,0000000000000000
0,0,0,0,5,2,455,0cfff048,000000000e016400
0,0,0,0,5,2,455,0cfff748,0000000000000000
0,0,0,0,5,2,465,0cfff148,be05be05000000ff
0,0,0,0,5,2,465,0cfff848,00000000e8030000
0,0,0,0,5,2,475,0cfff248,0400040006000400
0,0,0,0,5,2,475,0cfff948,0000000000000000
0,0,0,0,5,2,485,0cfff348,0400040004001500
0,0,0,0,5,2,485,0cfffa48,000000000000ffff
0,0,0,0,5,2,495,0cfff448,0000000000000000
0,0,0,0,5,2,495,0cfffb48,0000000000000000
0,0,0,0,5,2,508,0cfff048,000000000e016400
0,0,0,0,5,2,508,0cfffc48,0000000000000000
0,0,0,0,5,2,517,0cfff148,be05be05000000ff
0,0,0,0,5,2,517,0cfffd48,e8035b050004e803
0,0,0,0,5,2,525,0cfffe48,e903e803ffffffff
0,0,0,0,5,2,535,0cffd048,0000000000000000
0,0,0,0,5,2,555,0cfff048,000000000e016400
0,0,0,0,5,2,555,0cfff748,0000000000000000
0,0,0,0,5,2,565,0cfff148,be05be05000000ff
0,0,0,0,5,2,565,0cfff848,00000000e8030000
0,0,0,0,5,2,575,0cfff248,0400040006000500
0,0,0,0,5,2,575,0cfff948,0000000000000000
0,0,0,0,5,2,585,0cfff348,0400040004001500
0,0,0,0,5,2,585,0cfffa48,000000000000ffff
0,0,0,0,5,2,595,0cfff448,0000000000000000
0,0,0,0,5,2,595,0cfffb48,0000000000000000
0,0,0,0,5,2,605,0cfff048,000000000e016400
0,0,0,0,5,2,605,0cfffc48,0000000000000000
0,0,0,0,5,2,605,0cfff148,be05be05000000ff
0,0,0,0,5,2,605,0cfffd48,e8035b050004e803
0,0,0,0,5,2,605,0cfffe48,e903e803ffffffff
0,0,0,0,5,2,635,0cffd048,0000000000000000
0,0,0,0,5,2,655,0cfff048,000000000e016400
0,0,0,0,5,2,655,0cfff748,0000000000000000
0,0,0,0,5,2,665,0cfff148,be05be05000000ff
0,0,0,0,5,2,665,0cfff848,00000000e8030000
0,0,0,0,5,2,675,0cfff248,0400040004000400
0,0,0,0,5,2,675,0cfff948,0000000000000000
0,0,0,0,5,2,685,0cfff348,0400040004001500
0,0,0,0,5,2,685,0cfffa48,000000000000ffff
0,0,0,0,5,2,695,0cfff448,0000000000000000
0,0,0,0,5,2,695,0cfffb48,0000000000000000
0,0,0,0,5,2,705,0cfff048,000000000e016400
0,0,0,0,5,2,705,0cfffc48,0000000000000000
0,0,0,0,5,2,715,0cfff148,be05be05000000ff
0,0,0,0,5,2,715,0cfffd48,e8035b050004e803
0,0,0,0,5,2,725,0cfffe48,e903e803ffffffff
0,0,0,0,5,2,735,0cffd048,0000000000000000
0,0,0,0,5,2,755,0cfff048,000000000e016400
0,0,0,0,5,2,755,0cfff748,0000000000000000
0,0,0,0,5,2,768,0cfff148,be05be05000000ff
0,0,0,0,5,2,768,0cfff848,00000000e8030000
0,0,0,0,5,2,775,0cfff248,0400040007000400
0,0,0,0,5,2,775,0cfff948,0000000000000000
0,0,0,0,5,2,785,0cfff348,0400040004001500
0,0,0,0,5,2,785,0cfffa48,000000000000ffff
0,0,0,0,5,2,795,0cfff448,0000000000000000
0,0,0,0,5,2,795,0cfffb48,0000000000000000
0,0,0,0,5,2,805,0cfff048,000000000e016400
0,0,0,0,5,2,805,0cfffc48,0000000000000000
0,0,0,0,5,2,815,0cfff148,be05be05000000ff
0,0,0,0,5,2,815,0cfffd48,e8035b050004e803
0,0,0,0,5,2,825,0cfffe48,e903e803ffffffff
0,0,0,0,5,2,835,0cffd048,0000000000000000
0,0,0,0,5,2,855,0cfff048,000000000e016400
0,0,0,0,5,2,855,0cfff748,0000000000000000
0,0,0,0,5,2,866,0cfff148,be05be05000000ff
0,0,0,0,5,2,866,0cfff848,00000000e8030000
0,0,0,0,5,2,875,0cfff248,0400040006000400
0,0,0,0,5,2,875,0cfff948,0000000000000000
0,0,0,0,5,2,885,0cfff348,0400040004001500
0,0,0,0,5,2,885,0cfffa48,000000000000ffff
0,0,0,0,5,2,895,0cfff448,0000000000000000
0,0,0,0,5,2,895,0cfffb48,0000000000000000
0,0,0,0,5,2,905,0cfff048,000000000e016400
0,0,0,0,5,2,905,0cfffc48,0000000000000000
0,0,0,0,5,2,905,0cfff148,be05be05000000ff
0,0,0,0,5,2,905,0cfffd48,e8035b050004e803
0,0,0,0,5,2,905,0cfffe48,e903e803ffffffff
0,0,0,0,5,2,935,0cffd048,0000000000000000
0,0,0,0,5,2,955,0cfff048,000000000e016400
0,0,0,0,5,2,955,0cfff748,0000000000000000
0,0,0,0,5,2,965,0cfff148,be05be05000000ff
0,0,0,0,5,2,965,0cfff848,00000000e8030000
0,0,0,0,5,2,975,0cfff248,0400050004000500
0,0,0,0,5,2,975,0cfff948,0000000000000000
0,0,0,0,5,2,985,0cfff348,0400040004001500
0,0,0,0,5,2,985,0cfffa48,000000000000ffff
0,0,0,0,5,2,995,0cfff448,0000000000000000
0,0,0,0,5,2,995,0cfffb48,0000000000000000
0,0,0,0,5,3,5,0cfff048,000000000e016400
0,0,0,0,5,3,5,0cfffc48,0000000000000000
0,0,0,0,5,3,15,0cfff148,be05be05000000ff
0,0,0,0,5,3,15,0cfffd48,e8035b050004e803
0,0,0,0,5,3,25,0cfffe48,e903e803ffffffff
0,0,0,0,5,3,35,0cffd048,0000000000000000
0,0,0,0,5,3,55,0cfff048,000000000e016400
0,0,0,0,5,3,55,0cfff748,0000000000000000
0,0,0,0,5,3,65,0cfff148,be05be05000000ff
0,0,0,0,5,3,65,0cfff848,00000000e8030000
0,0,0,0,5,3,75,0cfff248,0400040004000400
0,0,0,0,5,3,75,0cfff948,0000000000000000
0,0,0,0,5,3,85,0cfff348,0400040004001500
0,0,0,0,5,3,85,0cfffa48,000000000000ffff
0,0,0,0,5,3,95,0cfff448,0000000000000000
0,0,0,0,5,3,95,0cfffb48,0000000000000000
0,0,0,0,5,3,105,0cfff048,000000000e016400
0,0,0,0,5,3,105,0cfffc48,0000000000000000
0,0,0,0,5,3,115,0cfff148,be05be05000000ff
0,0,0,0,5,3,115,0cfffd48,e8035b050004e803
0,0,0,0,5,3,125,0cfffe48,e903e803ffffffff
0,0,0,0,5,3,135,0cffd048,0000000000000000
0,0,0,0,5,3,155,0cfff048,000000000e016400
0,0,0,0,5,3,155,0cfff748,0000000000000000
0,0,0,0,5,3,165,0cfff148,be05be05000000ff
0,0,0,0,5,3,165,0cfff848,00000000e8030000
0,0,0,0,5,3,175,0cfff248,0400040007000400
0,0,0,0,5,3,175,0cfff948,0000000000000000
0,0,0,0,5,3,185,0cfff348,0400040004001500
0,0,0,0,5,3,185,0cfffa48,000000000000ffff
0,0,0,0,5,3,195,0cfff448,0000000000000000
0,0,0,0,5,3,195,0cfffb48,0000000000000000
0,0,0,0,5,3,205,0cfff048,000000000e016400
0,0,0,0,5,3,205,0cfffc48,0000000000000000
0,0,0,0,5,3,215,0cfff148,be05be05000000ff
0,0,0,0,5,3,215,0cfffd48,e8035b050004e803
0,0,0,0,5,3,215,0cfffe48,e903e803ffffffff
0,0,0,0,5,3,215,0cffd048,0000000000000000
